evening,hashtag_num,emoji_num,mention_num,share,photo,video,link,face_present,recovered,special_day,nwords,Negativ_GI,Hostile_GI,Power_GI,Weak_GI,Submit_GI,Passive_GI,Pain_GI,Vice_GI,Ovrst_GI,Doctrin_GI,Legal_GI,Role_GI,Male_GI,Nonadlt_GI,Hu_GI,Region_GI,Comform_GI,Com_GI,Natrpro_GI,Stay_GI,Exert_GI,Travel_GI,Quan_GI,Numb_GI,Card_GI,Space_GI,Dim_GI,Our_GI,Sv_GI,Ipadj_GI,negative_adjectives_component,social_order_component,action_component,positive_adjectives_component,affect_friends_and_family_component,fear_and_digust_component,politeness_component,well_being_component,certainty_component,events_num,shares_label3
-0.5270462766947299,-0.5057040688160671,-0.12162147717639113,-0.14145415072611986,0.802588115187008,-0.6058715537531776,-0.35393335135912396,-0.32004735230004683,-0.7953648874649726,-0.11644450194791639,-0.3757943241266445,1.0473629722702473,-0.5149510611074275,-0.15279101024010325,0.7878869279658198,-0.10433721752381153,-0.5855424377690452,-0.4248032234251083,-0.22863232226933045,-0.48101636825659067,0.27842432714943244,1.4006441983,1.8036551382554673,-0.5071728849311444,-0.2869202309054046,-0.4136828125189519,-0.3964013254909581,-0.4006934265294593,0.17912423887508888,0.25725577346976797,-0.5263707860944152,-0.33812166258170584,-0.4380265838899743,-0.1582731337112737,0.02773429898834026,0.5464193955799566,0.7467678703272951,0.4888580146751816,0.6302948684135266,-0.30485275693874136,0.9789263469336569,-0.08184690512348824,0.10163710724405516,0.3932482347311252,-0.3823810492466152,0.004843069748776865,-0.9028392185165963,-0.05135079650021701,1.1123549091218077,-0.6477111236216482,-0.1484108996361637,-0.1432518162841634,1.0
-0.5270462766947299,0.0351434610929919,-0.12162147717639113,-0.14145415072611986,0.802588115187008,-0.6058715537531776,-0.35393335135912396,-0.32004735230004683,-0.7953648874649726,-0.11644450194791639,-0.3757943241266445,0.04526135052202516,-0.3152174983721299,-0.172143686660352,-0.10055322374418552,-0.6623803953260098,-0.5855424377690452,-0.4387916329733051,-0.22863232226933045,-0.48101636825659067,-0.3146913133204308,-0.539261963441554,0.15475233325893833,-0.0839465291685862,-0.2869202309054046,-0.4136828125189519,-0.059591243480801526,-0.4006934265294593,0.5930234461575096,0.5286336736195512,0.4407302750628218,-0.33812166258170584,-0.4380265838899743,0.47937544676812505,0.8551463717806232,1.4157932061597713,1.7396170844023233,0.14973505978547366,-0.2261208107903552,-0.30485275693874136,0.11465186268480167,-0.08184690512348824,-0.6712613844986779,-0.5978028166008604,1.0185381655296495,1.5334921608332146,1.5952379211263836,-0.7677496492232585,-0.7314031425758402,-0.6477111236216482,0.8775489652838069,-0.1432518162841634,0.0
-0.5270462766947299,-0.5057040688160671,-0.12162147717639113,-0.14145415072611986,0.802588115187008,-0.6058715537531776,-0.35393335135912396,-0.32004735230004683,-0.7953648874649726,-0.11644450194791639,-0.3757943241266445,-0.3889826855688711,-0.7280001946917448,-0.7720766556880637,-0.9351485177747966,-0.6623803953260098,-0.5855424377690452,-0.8724323289674054,-0.22863232226933045,-0.48101636825659067,-0.8718605513375751,-0.539261963441554,0.692815353836753,0.5145103879272416,-0.2869202309054046,-0.4136828125189519,0.6794348711295056,-0.4006934265294593,0.010860314317444176,1.350929115426789,1.1024310011177734,-0.33812166258170584,1.5120506913237521,0.27130064682221594,1.0651445235887231,2.64511827866386,3.143540709918942,-1.0183551181679649,-0.2261208107903552,-0.30485275693874136,-0.9570484977837792,-0.08184690512348824,-0.02743919784329681,-0.7120774778339999,0.5658912467157823,-0.8583986246068371,-0.5591134088845491,-0.7677496492232585,1.7742003256737922,-0.6477111236216482,-0.2692551501477134,-0.1432518162841634,0.0
-0.5270462766947299,-0.5057040688160671,-0.12162147717639113,-0.14145415072611986,0.802588115187008,-0.6058715537531776,-0.35393335135912396,-0.32004735230004683,-0.7953648874649726,-0.11644450194791639,-0.3757943241266445,-0.7564199468765526,-0.7280001946917448,-0.7720766556880637,0.7340420702864257,-0.6623803953260098,-0.5855424377690452,-0.8724323289674054,-0.22863232226933045,-0.48101636825659067,1.3568164007310022,-0.539261963441554,-0.6316474660470985,-0.9586143310778731,-0.2869202309054046,-0.4136828125189519,0.30044712004729685,-0.4006934265294593,1.0354674263559593,1.7304500885685912,-0.5263707860944152,-0.33812166258170584,-0.4380265838899743,1.7971825130922159,1.4251413552597516,-0.3809126690385125,-0.312271291352735,3.6540055936457896,-0.2261208107903552,-0.30485275693874136,-0.9570484977837792,-0.08184690512348824,-0.08306706780230057,-0.6253113942118906,1.3962899571750707,-1.3034858125016466,-1.1538591490811432,-0.7677496492232585,3.19961454654403,-0.6477111236216482,1.0032373059957085,-0.1432518162841634,1.0
1.8973665961010278,0.0351434610929919,-0.12162147717639113,-0.14145415072611986,-1.2459691105281239,-0.6058715537531776,2.8253907018367834,-0.32004735230004683,1.2572845693342725,-0.11644450194791639,2.661030078950834,-0.6228063973101229,-0.7280001946917448,-0.7720766556880637,-0.9351485177747966,-0.6623803953260098,-0.5855424377690452,0.2839428603501955,-0.22863232226933045,-0.48101636825659067,-0.8718605513375751,-0.539261963441554,-0.6316474660470985,0.207609404801176,-0.2869202309054046,-0.4136828125189519,-0.17960403132350106,-0.4006934265294593,1.6253927332872253,0.9292391452692311,2.0525653769915504,-0.33812166258170584,-0.4380265838899743,2.675720557308276,-0.8548385786567616,-0.3809126690385125,-0.312271291352735,0.5390984524366198,-0.2261208107903552,-0.30485275693874136,-0.9570484977837792,-0.08184690512348824,-0.7544333310543937,-0.6874573796358204,0.06488927328823921,-0.14940652692201303,-0.11076203114527833,-0.7677496492232585,-0.9351606068198317,-0.6477111236216482,-0.48330103446588696,-0.1432518162841634,1.0
-0.5270462766947299,-0.5057040688160671,-0.12162147717639113,-0.14145415072611986,-1.2459691105281239,1.650514855509101,-0.35393335135912396,2.963575727915629,1.2572845693342725,-0.11644450194791639,-0.3757943241266445,-0.5894030099185156,-0.7280001946917448,-0.7720766556880637,-0.9351485177747966,-0.6623803953260098,-0.5855424377690452,-0.8724323289674054,-0.22863232226933045,-0.48101636825659067,-0.8718605513375751,-0.539261963441554,1.3041058860908386,2.270928322125648,-0.2869202309054046,-0.4136828125189519,1.5190385042962458,-0.4006934265294593,-0.7343084944378394,0.8059759232231759,-0.5263707860944152,-0.33812166258170584,2.4120863568070106,0.7834847697659922,-0.8548385786567616,-0.3809126690385125,-0.312271291352735,0.41929433162088264,-0.2261208107903552,-0.30485275693874136,1.680983158754266,-0.08184690512348824,1.302356487594706,-0.4890557141937772,-0.944706601720913,-1.1942698905179576,-0.04149144318970361,-0.5931187332429468,3.487514769301736,-0.6477111236216482,-0.9401584457225263,-0.1432518162841634,1.0
1.8973665961010278,-0.5057040688160671,-0.12162147717639113,-0.14145415072611986,0.802588115187008,-0.6058715537531776,-0.35393335135912396,-0.32004735230004683,-0.7953648874649726,-0.11644450194791639,-0.3757943241266445,-1.0236470460094118,-0.7280001946917448,-0.7720766556880637,-0.9351485177747966,-0.6623803953260098,-0.5855424377690452,-0.8724323289674054,-0.22863232226933045,-0.48101636825659067,-0.8718605513375751,-0.539261963441554,-0.6316474660470985,-0.9586143310778731,-0.2869202309054046,-0.4136828125189519,-1.1397063340650966,-0.4006934265294593,-0.7343084944378394,-0.6731827413294889,-0.5263707860944152,-0.33812166258170584,-0.4380265838899743,-0.8384316195559656,-0.8548385786567616,-0.3809126690385125,-0.312271291352735,-1.0183551181679649,-0.2261208107903552,-0.30485275693874136,-0.9570484977837792,-0.08184690512348824,-0.08306706780230057,-0.7986888982054459,-1.2204693471080035,-0.10380394078934035,-1.1538591490811432,-0.7677496492232585,-0.9351606068198317,-0.6477111236216482,-0.9401584457225263,-0.1432518162841634,0.0
-0.5270462766947299,-0.5057040688160671,-0.12162147717639113,-0.14145415072611986,0.802588115187008,-0.6058715537531776,-0.35393335135912396,-0.32004735230004683,-0.7953648874649726,-0.11644450194791639,-0.3757943241266445,0.11206812530523996,0.04900252779223629,0.357208933069982,0.6358543886357653,0.35522775243094007,-0.5855424377690452,-0.05616748944909878,-0.22863232226933045,0.22224429208494415,-0.3474659743802628,0.6398966838915476,0.8486345091172065,-0.13539757633972066,-0.2869202309054046,-0.4136828125189519,0.21573221098186177,-0.4006934265294593,0.931362960426912,2.1546205879623694,-0.5263707860944152,-0.33812166258170584,0.6517224816706376,0.40185738404317867,0.21809315495100942,-0.3809126690385125,-0.312271291352735,-0.46866562266046435,1.3355783689343708,-0.30485275693874136,0.05161066501017937,-0.08184690512348824,-0.6525067929470199,0.3417190642539911,-0.19065478785491582,0.24950830517565645,-0.051630326066752275,-0.46988087542194173,1.6429579859649486,-0.6477111236216482,-0.1030261809604959,-0.1432518162841634,0.0
-0.5270462766947299,-0.5057040688160671,-0.12162147717639113,-0.14145415072611986,0.802588115187008,-0.6058715537531776,-0.35393335135912396,-0.32004735230004683,-0.7953648874649726,-0.11644450194791639,-0.3757943241266445,0.3792952244380992,-0.09899799077614117,0.14210691616368742,0.33661573979565834,-0.250491383138673,-0.5855424377690452,1.1099251384341962,-0.22863232226933045,-0.48101636825659067,0.40166913555875466,1.369852037002515,-0.6316474660470985,0.3742127956410402,-0.2869202309054046,-0.4136828125189519,0.5061833277776387,-0.4006934265294593,-0.3972083190485445,-0.2153479165869974,0.9473070213832792,-0.33812166258170584,-0.4380265838899743,0.1656118595481034,-0.42055668648218764,-0.3809126690385125,-0.312271291352735,-0.5733683837095122,-0.2261208107903552,-0.30485275693874136,1.084285522156375,-0.08184690512348824,0.2614468142590285,1.043842393629857,0.7151887117033022,0.2953997669832433,0.4702719118128546,-0.6521173612569088,-0.7019681043827984,-0.6477111236216482,0.5158993772702597,-0.1432518162841634,1.0
1.8973665961010278,-0.5057040688160671,-0.12162147717639113,-0.14145415072611986,0.802588115187008,-0.6058715537531776,-0.35393335135912396,-0.32004735230004683,-0.7953648874649726,-0.11644450194791639,-0.3757943241266445,0.9805561974870325,-0.5078494233212836,-0.45211240553995086,-0.2674722825503077,-0.08573577826373825,-0.20183922390904588,-0.40988225324036504,-0.22863232226933045,-0.08250199406305432,0.316767156432333,-0.539261963441554,-0.6316474660470985,-0.02563534237463357,-0.2869202309054046,-0.4136828125189519,-0.37162449187182,0.5020649598114595,-0.026398126120319925,0.28827039062974325,-0.010583553477222155,-0.33812166258170584,0.17949788659437244,0.9186444688761551,0.05715339490984373,0.5773304644005722,0.7820691757166294,-0.083882975805214,-0.2261208107903552,-0.30485275693874136,-0.38547497220053606,-0.08184690512348824,0.04362212829288505,0.11853479215648746,1.0656550903474329,-0.9114062968138966,-0.6476936626228442,-0.6963931910492005,-0.5807227104212308,-0.43600160170925384,-0.2310484761033253,-0.1432518162841634,0.0
