filename,nwords,Positiv_GI,Negativ_GI,Pstv_GI,Affil_GI,Ngtv_GI,Hostile_GI,Strong_GI,Power_GI,Weak_GI,Submit_GI,Active_GI,Passive_GI,Pleasur_GI,Pain_GI,Feel_GI,Arousal_GI,Emot_GI,Virtue_GI,Vice_GI,Ovrst_GI,Undrst_GI,Academ_GI,Doctrin_GI,Econ_2_GI,Exch_GI,Econ_GI,Exprsv_GI,Legal_GI,Milit_GI,Polit_2_GI,Polit_GI,Relig_GI,Role_GI,Coll_GI,Work_GI,Ritual_GI,Socrel_GI,Race_GI,Kin_2_GI,Male_GI,Female_GI,Nonadlt_GI,Hu_GI,Ani_GI,Place_GI,Social_GI,Region_GI,Route_GI,Aquatic_GI,Land_GI,Sky_GI,Object_GI,Tool_GI,Food_GI,Vehicle_GI,Bldgpt_GI,Comnobj_GI,Natobj_GI,Bodypt_GI,Comform_GI,Com_GI,Say_GI,Need_GI,Goal_GI,Try_GI,Means_GI,Persist_GI,Complet_GI,Fail_GI,Natrpro_GI,Begin_GI,Vary_GI,Increas_GI,Decreas_GI,Finish_GI,Stay_GI,Rise_GI,Exert_GI,Fetch_GI,Travel_GI,Fall_GI,Think_GI,Know_GI,Causal_GI,Ought_GI,Perceiv_GI,Compare_GI,Eval_2_GI,Eval_GI,Solve_GI,Abs_2_GI,Abs_GI,Quality_GI,Quan_GI,Numb_GI,Ord_GI,Card_GI,Freq_GI,Dist_GI,Time_2_GI,Time_GI,Space_GI,Pos_GI,Dim_GI,Rel_GI,Color_GI,Self_GI,Our_GI,You_GI,Name_GI,Yes_GI,No_GI,Negate_GI,Intrj_GI,Iav_GI,Dav_GI,Sv_GI,Ipadj_GI,Indadj_GI,negative_adjectives_component,social_order_component,action_component,positive_adjectives_component,joy_component,affect_friends_and_family_component,fear_and_digust_component,politeness_component,polarity_nouns_component,polarity_verbs_component,virtue_adverbs_component,positive_nouns_component,respect_component,trust_verbs_component,failure_component,well_being_component,economy_component,certainty_component,positive_verbs_component,objects_component
1053.txt, 12, 0.16666666666666666,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.25,0.0,0.0,0.25,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38133333333333336,0.0,0.071,0.21082142857142855,0.7579285714285713,0.22658360000000002,-0.09824599999999999,0.0,0.0,0.14575,0.12474999999999999,0.324,0.0,0.04766666666666666,0.0,0.0,0.1869285714285714
1735.txt, 9, 0.2222222222222222,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.3333333333333333,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.9602222222222222,1.1496666666666666,-0.25188888888888894,0.0,0.6242933333333333,0.0,0.21649999999999997,0.46525766666666674,0.617834,0.0,0.0,0.0,0.0,0.0,0.4661666666666666,0.06355555555555555,0.3271111111111111,0.0,0.0
2228.txt, 26, 0.2692307692307692,0.0,0.2692307692307692,0.19230769230769232,0.0,0.0,0.19230769230769232,0.11538461538461539,0.038461538461538464,0.038461538461538464,0.23076923076923078,0.038461538461538464,0.038461538461538464,0.0,0.0,0.038461538461538464,0.038461538461538464,0.0,0.0,0.07692307692307693,0.038461538461538464,0.0,0.038461538461538464,0.038461538461538464,0.0,0.038461538461538464,0.0,0.11538461538461539,0.0,0.0,0.11538461538461539,0.0,0.11538461538461539,0.07692307692307693,0.038461538461538464,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.11538461538461539,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.038461538461538464,0.0,0.038461538461538464,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.038461538461538464,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.038461538461538464,0.0,0.0,0.0,0.0,0.038461538461538464,0.3076923076923077,0.07692307692307693,0.038461538461538464,0.0,0.0,-1.46218,0.05873076923076923,0.6202769230769232,0.7070307692307694,2.4746184615384617,0.39268470085470086,0.10617948717948718,0.5023333333333333,1.5429626666666667,1.3176295,0.577,0.8841923076923077,0.3342051282051282,0.9383692307692308,0.0,0.0,0.022,0.06853846153846155,0.9146538461538462,0.055692307692307694
1047.txt, 4, 0.0,0.25,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8596538,0.0,0.16225,-0.23053500000000002,0.0,0.0,0.8355,0.9043333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9755,1.836,0.0,0.0,0.0
1709.txt, 51, 0.09803921568627451,0.058823529411764705,0.09803921568627451,0.0784313725490196,0.0392156862745098,0.0392156862745098,0.09803921568627451,0.11764705882352941,0.0196078431372549,0.0392156862745098,0.1568627450980392,0.11764705882352941,0.0196078431372549,0.0,0.0,0.0,0.0196078431372549,0.0392156862745098,0.0392156862745098,0.058823529411764705,0.0392156862745098,0.0,0.0392156862745098,0.058823529411764705,0.0196078431372549,0.058823529411764705,0.0,0.0392156862745098,0.0196078431372549,0.0392156862745098,0.09803921568627451,0.0,0.0392156862745098,0.0392156862745098,0.0,0.0196078431372549,0.0784313725490196,0.0,0.0196078431372549,0.0,0.0196078431372549,0.0392156862745098,0.0784313725490196,0.0,0.0392156862745098,0.0196078431372549,0.0196078431372549,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0196078431372549,0.0392156862745098,0.0,0.058823529411764705,0.058823529411764705,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0196078431372549,0.0,0.0,0.09803921568627451,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0392156862745098,0.0196078431372549,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.0784313725490196,0.0196078431372549,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.0784313725490196,0.1568627450980392,0.0,0.0,2.309762576470588,0.22911764705882354,0.448262443438914,-0.04166970588235294,2.964592156862745,0.883368898944193,0.6020935143288084,0.4188597285067874,1.0249361311740892,-1.1748023333333335,0.012470588235294117,0.8847254901960784,0.0,0.09705882352941175,0.0,0.0,0.03364705882352941,0.09884313725490196,-0.872,0.21056108597285067
289.txt, 152, 0.16447368421052633,0.05921052631578947,0.16447368421052633,0.039473684210526314,0.05921052631578947,0.06578947368421052,0.1513157894736842,0.10526315789473684,0.07894736842105263,0.05263157894736842,0.09868421052631579,0.09868421052631579,0.0,0.013157894736842105,0.0,0.0,0.013157894736842105,0.10526315789473684,0.013157894736842105,0.05263157894736842,0.019736842105263157,0.006578947368421052,0.019736842105263157,0.03289473684210526,0.006578947368421052,0.046052631578947366,0.0,0.046052631578947366,0.019736842105263157,0.0,0.039473684210526314,0.013157894736842105,0.07236842105263158,0.02631578947368421,0.05263157894736842,0.019736842105263157,0.07236842105263158,0.0,0.0,0.0,0.006578947368421052,0.0,0.09868421052631579,0.0,0.019736842105263157,0.006578947368421052,0.006578947368421052,0.0,0.0,0.006578947368421052,0.0,0.02631578947368421,0.006578947368421052,0.0,0.019736842105263157,0.0,0.0,0.0,0.0,0.019736842105263157,0.0,0.0,0.02631578947368421,0.006578947368421052,0.006578947368421052,0.039473684210526314,0.006578947368421052,0.02631578947368421,0.0,0.019736842105263157,0.0,0.013157894736842105,0.006578947368421052,0.0,0.006578947368421052,0.006578947368421052,0.006578947368421052,0.013157894736842105,0.0,0.03289473684210526,0.0,0.0,0.05263157894736842,0.019736842105263157,0.0,0.006578947368421052,0.006578947368421052,0.0,0.03289473684210526,0.046052631578947366,0.019736842105263157,0.05263157894736842,0.0,0.039473684210526314,0.006578947368421052,0.0,0.006578947368421052,0.0,0.0,0.046052631578947366,0.03289473684210526,0.046052631578947366,0.0,0.0,0.019736842105263157,0.0,0.0,0.0,0.006578947368421052,0.0,0.006578947368421052,0.0,0.013157894736842105,0.013157894736842105,0.19078947368421054,0.05921052631578947,0.09868421052631579,0.0,0.0,0.011567969359295681,0.4334442301875378,0.36229253629764063,0.29052910593792175,0.42114431623931625,0.2039569264409758,0.2086983442802408,0.2010065789473684,0.025880228676085804,0.28963979999999995,0.004184210526315789,-0.0013618421052631609,0.10900629550065641,0.3200746748336359,0.04471384099616858,0.2844789462257467,0.027805555555555552,0.09328947368421052,0.8909013157894737,0.07339795918367346
504.txt, 37, 0.08108108108108109,0.1891891891891892,0.08108108108108109,0.02702702702702703,0.10810810810810811,0.10810810810810811,0.13513513513513514,0.05405405405405406,0.02702702702702703,0.0,0.2702702702702703,0.10810810810810811,0.0,0.0,0.0,0.02702702702702703,0.02702702702702703,0.05405405405405406,0.02702702702702703,0.10810810810810811,0.02702702702702703,0.0,0.0,0.08108108108108109,0.02702702702702703,0.10810810810810811,0.0,0.0,0.0,0.0,0.05405405405405406,0.0,0.10810810810810811,0.05405405405405406,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.05405405405405406,0.0,0.16216216216216217,0.0,0.05405405405405406,0.05405405405405406,0.0,0.0,0.0,0.0,0.0,0.08108108108108109,0.05405405405405406,0.0,0.0,0.0,0.02702702702702703,0.0,0.02702702702702703,0.16216216216216217,0.10810810810810811,0.0,0.0,0.0,0.02702702702702703,0.08108108108108109,0.02702702702702703,0.0,0.02702702702702703,0.0,0.0,0.0,0.05405405405405406,0.0,0.02702702702702703,0.02702702702702703,0.0,0.02702702702702703,0.08108108108108109,0.05405405405405406,0.0,0.0,0.02702702702702703,0.05405405405405406,0.0,0.02702702702702703,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.05405405405405406,0.05405405405405406,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.13513513513513514,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.2702702702702703,0.16216216216216217,0.13513513513513514,0.0,0.0,0.4567008486486487,0.3454972972972973,0.6182351351351352,0.3974214864864866,0.4285945945945946,0.24869675675675676,0.3852792792792793,0.20591291291291292,0.442494,-0.8257316666666666,0.01718918918918919,-0.8753783783783784,0.04727027027027027,0.04005405405405406,0.12937297297297298,0.042,0.22843783783783783,0.1338918918918919,-0.872,0.4053423423423423
1090.txt, 3, 0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.1494999999999997,-0.545,0.0,0.0,0.0,0.19166666666666665,0.17968800000000001,0.572848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21033333333333332
262.txt, 28, 0.07142857142857142,0.14285714285714285,0.07142857142857142,0.0,0.07142857142857142,0.0,0.03571428571428571,0.0,0.07142857142857142,0.03571428571428571,0.10714285714285714,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.10714285714285714,0.0,0.10714285714285714,0.03571428571428571,0.10714285714285714,0.0,0.03571428571428571,0.07142857142857142,0.0,0.14285714285714285,0.03571428571428571,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17857142857142858,0.0,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.10714285714285714,0.0,0.0,0.07142857142857142,0.03571428571428571,0.0,0.03571428571428571,0.0,0.0,0.03571428571428571,0.03571428571428571,0.0,0.0,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.07142857142857142,0.03571428571428571,0.0,0.03571428571428571,2.61866359047619,0.4703809523809524,0.2978928571428571,-0.3545035714285715,1.6234671428571426,0.460955,0.5125000000000001,0.3163303571428571,0.12269116666666668,0.0,0.0,0.0,0.0,0.03546428571428571,0.0,0.1655625,0.06128571428571428,0.07191964285714285,0.0,0.11136607142857141
276.txt, 57, 0.05263157894736842,0.10526315789473684,0.05263157894736842,0.017543859649122806,0.10526315789473684,0.08771929824561403,0.07017543859649122,0.07017543859649122,0.0,0.0,0.14035087719298245,0.03508771929824561,0.0,0.0,0.0,0.03508771929824561,0.0,0.03508771929824561,0.017543859649122806,0.05263157894736842,0.03508771929824561,0.0,0.017543859649122806,0.05263157894736842,0.03508771929824561,0.017543859649122806,0.0,0.12280701754385964,0.017543859649122806,0.0,0.03508771929824561,0.0,0.08771929824561403,0.0,0.0,0.017543859649122806,0.07017543859649122,0.0,0.017543859649122806,0.0,0.05263157894736842,0.03508771929824561,0.08771929824561403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.017543859649122806,0.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.0,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.0,0.0,0.05263157894736842,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.0,0.017543859649122806,0.0,0.0,0.017543859649122806,0.0,0.03508771929824561,0.017543859649122806,0.017543859649122806,0.0,0.0,0.0,0.05263157894736842,0.017543859649122806,0.07017543859649122,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,0.03508771929824561,0.12280701754385964,0.10526315789473684,0.08771929824561403,0.0,0.0,0.3021012105263158,0.05687719298245614,0.8654780701754387,-0.4508885087719299,0.520578947368421,0.3504416099071207,0.24405366357069147,0.20866666666666667,0.912618891503268,-0.12493871428571426,0.0,-0.8710350877192983,0.0,0.06942105263157894,0.08166228070175438,0.1285985552115583,0.010035087719298244,0.12219607843137253,0.0,0.014842105263157894
