url,created_time,message,cleaned_message,emojis,mentions,names,message_tags,attachments,urls,original_date,total_engagement,engagement_rate,reactions,shares,comments,date,day_week,Mon,Tue,Wed,Thur,Fri,Sat,event,season,winter,spring,summer,hour,time_day,morning,afternoon,evening,emoji_num,mention_num,name_num,share,share_url,photo,photo_url,video,video_url,media_desc,thumbnail_url,link,face_present,engagement_rate_label,total_engagement_label
https://www.facebook.com/1003344626383879/posts/2061269963924668/,2018-10-14T14:04:02+0000,"“Incidents of human trafficking, fraud and neglect continue to emerge across the nation.”","['incid', 'human', 'traffick', 'fraud', 'neglect', 'continu', 'emerg', 'across', 'nation']",,,,,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2RJLuMS&h=AT0xyDeWxDfIA_cDAK7DMENUG8Zss50a9QZlXeXths2xFlT3pg985CYv2-IuaBRodoHxwTHKkCRNekp-bgZNC9dKkN6lrzzTLX5vZCjQR391aPb3R1n-xYuMRj510Je4&s=1', 'media_description': 'Migrant workers in Indiana: They harvest our food, but risk labor trafficking', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQGGGyN7hdk7ffI2&w=720&h=720&url=https%3A%2F%2Fwww.gannett-cdn.com%2Fpresto%2F2018%2F10%2F09%2FPIND%2F037ea552-0c0d-4c83-84a8-e61b6f19197a-MigrantOutreach_MM_001.jpg%3Fcrop%3D1999%2C1118%2Cx0%2Cy0%26width%3D3200%26height%3D1680%26fit%3Dbounds&cfs=1&sx=15&sy=0&sw=1680&sh=1680&_nc_cb=1&_nc_hash=AQFRjY90mhE6kTMB'}]",,"14 Oct, 2018 10:04",21,73.06889353,8,13,0,2018-10-14,6,0,0,0,0,0,0,0,3,0,0,0,10,1,1,0,0,0,0,0,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2RJLuMS&h=AT0xyDeWxDfIA_cDAK7DMENUG8Zss50a9QZlXeXths2xFlT3pg985CYv2-IuaBRodoHxwTHKkCRNekp-bgZNC9dKkN6lrzzTLX5vZCjQR391aPb3R1n-xYuMRj510Je4&s=1,0,,0,,"Migrant workers in Indiana: They harvest our food, but risk labor trafficking",https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQGGGyN7hdk7ffI2&w=720&h=720&url=https%3A%2F%2Fwww.gannett-cdn.com%2Fpresto%2F2018%2F10%2F09%2FPIND%2F037ea552-0c0d-4c83-84a8-e61b6f19197a-MigrantOutreach_MM_001.jpg%3Fcrop%3D1999%2C1118%2Cx0%2Cy0%26width%3D3200%26height%3D1680%26fit%3Dbounds&cfs=1&sx=15&sy=0&sw=1680&sh=1680&_nc_cb=1&_nc_hash=AQFRjY90mhE6kTMB,0,1,1,1
https://www.facebook.com/1003344626383879/posts/1974516862599979/,2018-08-10T20:10:08+0000,Juvenile Delinquent or Victim of Human Trafficking?,"['juvenil', 'delinqu', 'victim', 'human', 'traffick']",,,,,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2OmwO3T&h=AT0jFyKfd-X0d-p6HjCEq7Hj0b0YB2UksdGYvyuixLI2UBJWFb062PXgfXYyYvHXyAYl9wxU18zoVJJlRQ4cHpPpu97lfLh4E3Ythnx363GxJRfku_7xyKB7Sd1We015&s=1', 'media_description': 'Juvenile Delinquent or Victim of Human Trafficking? | ERASE Child Trafficking', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQHRJbQxuHHL3xtS&w=384&h=384&url=https%3A%2F%2Fwww.erasechildtrafficking.org%2Fwp-content%2Fuploads%2F2017%2F10%2Fshoplifter.jpg&cfs=1&sx=0&sy=87&sw=384&sh=384&_nc_cb=1&_nc_hash=AQFFqWSzLwgdGIvU'}]",,"10 Aug, 2018 16:10",23,87.41923223,11,12,0,2018-08-10,4,0,0,0,0,1,0,0,2,0,0,1,16,2,0,1,0,0,0,0,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2OmwO3T&h=AT0jFyKfd-X0d-p6HjCEq7Hj0b0YB2UksdGYvyuixLI2UBJWFb062PXgfXYyYvHXyAYl9wxU18zoVJJlRQ4cHpPpu97lfLh4E3Ythnx363GxJRfku_7xyKB7Sd1We015&s=1,0,,0,,Juvenile Delinquent or Victim of Human Trafficking? | ERASE Child Trafficking,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQHRJbQxuHHL3xtS&w=384&h=384&url=https%3A%2F%2Fwww.erasechildtrafficking.org%2Fwp-content%2Fuploads%2F2017%2F10%2Fshoplifter.jpg&cfs=1&sx=0&sy=87&sw=384&sh=384&_nc_cb=1&_nc_hash=AQFFqWSzLwgdGIvU,0,1,1,1
https://www.facebook.com/1003344626383879/posts/1956210921097240/,2018-07-30T23:26:08+0000,"#Repost @amnestytoronto
・・・
“July 30th is the annual World Day Against Trafficking in Persons. This year, the UNODC is focusing on the responses to child and youth trafficking around the world. Thousands of men, women, and children have their rights, freedoms, and dignity stolen from them at the hands of human traffickers who prey on their vulnerability. Almost one-third of these victims are children, and women and girls make up 71% of the total demographic. Victims come from a range of situations, including the need to escape armed conflict, sexual exploitation, modern slavery, and organ removal. ⠀⠀⠀⠀⠀⠀⠀⠀⠀
But it doesn't have to be this way. Together, we can raise awareness, call out and punish those who are accountable, and support the protection and justice of children and youths affected by the heinous crime of human trafficking.” (Via @amnestynsw ) ⠀⠀⠀⠀⠀⠀⠀⠀⠀
#humantrafficking #endhumantrafficking #worlddayagainsttraffickinginpersons #childrensrights #humanrights","['juli', 'th', 'annual', 'world', 'day', 'traffick', 'person', 'year', 'unodc', 'focus', 'respons', 'child', 'youth', 'traffick', 'around', 'world', 'thousand', 'men', 'women', 'children', 'right', 'freedom', 'digniti', 'stolen', 'hand', 'human', 'traffick', 'prey', 'vulner', 'almost', 'one-third', 'victim', 'children', 'women', 'girl', 'make', 'total', 'demograph', 'victim', 'come', 'rang', 'situat', 'includ', 'need', 'escap', 'arm', 'conflict', 'sexual', 'exploit', 'modern', 'slaveri', 'organ', 'remov', 'way', 'togeth', 'rais', 'awar', 'call', 'punish', 'account', 'support', 'protect', 'justic', 'children', 'youth', 'affect', 'heinou', 'crime', 'human', 'traffick', 'via']",,"['amnestytoronto', 'amnestynsw']",,"['Repost', 'humantrafficking', 'endhumantrafficking', 'WorldDayAgainstTraffickinginPersons', 'childrensrights', 'humanrights']","[{'media_type': 'photo', 'media_url': 'https://scontent-lax3-2.xx.fbcdn.net/v/t1.0-9/p720x720/37995807_1956210924430573_8953822131330744320_o.jpg?_nc_cat=111&ccb=1-3&_nc_sid=2d5d41&_nc_ohc=WLESgg8q15cAX9Dqh4-&_nc_ht=scontent-lax3-2.xx&tp=6&oh=c013964d842ee59a244ab7ee450a3c24&oe=606FF509', 'media_description': None, 'thumbnail_url': None}]",,"30 Jul, 2018 19:26",41,158.1790123,23,18,0,2018-07-30,0,1,0,0,0,0,0,1,2,0,0,1,19,3,0,0,1,0,2,0,0,,1,https://scontent-lax3-2.xx.fbcdn.net/v/t1.0-9/p720x720/37995807_1956210924430573_8953822131330744320_o.jpg?_nc_cat=111&ccb=1-3&_nc_sid=2d5d41&_nc_ohc=WLESgg8q15cAX9Dqh4-&_nc_ht=scontent-lax3-2.xx&tp=6&oh=c013964d842ee59a244ab7ee450a3c24&oe=606FF509,0,,,,0,1,2,2
https://www.facebook.com/helperase/posts/1511541485564188,2017-06-16T11:14:01+0000,,,,,,,"[{'media_type': 'share', 'media_url': 'http://l.facebook.com/l.php?u=http%3A%2F%2Fbuff.ly%2F2sZhLmW&h=AT3Px1KjUMR3e6jzOXfLZz6sHdpfjxej-PpR-bGOjwLtNTEIM7PC0tenwDr-R11A1TYK11xG7-l_hu8pq58WETX2i7kNODhAbz-We3esD8rkrlieZtCXjnVrtQBIG3ax&s=1', 'media_description': 'Operation Code Red: Putting and end to human trafficking', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQF7OJLG7JWeultz&w=360&h=360&url=http%3A%2F%2Fkxtv-download.edgesuite.net%2Fvideo%2F2629157%2F2629157_Still.jpg&cfs=1&sx=280&sy=0&sw=360&sh=360&_nc_cb=1&_nc_hash=AQHMKX_viBiyBtQG'}]",,"16 Jun, 2017 7:14",4,25.30044276,4,0,0,2017-06-16,4,0,0,0,0,1,0,0,2,0,0,1,7,1,1,0,0,0,0,0,1,http://l.facebook.com/l.php?u=http%3A%2F%2Fbuff.ly%2F2sZhLmW&h=AT3Px1KjUMR3e6jzOXfLZz6sHdpfjxej-PpR-bGOjwLtNTEIM7PC0tenwDr-R11A1TYK11xG7-l_hu8pq58WETX2i7kNODhAbz-We3esD8rkrlieZtCXjnVrtQBIG3ax&s=1,0,,0,,Operation Code Red: Putting and end to human trafficking,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQF7OJLG7JWeultz&w=360&h=360&url=http%3A%2F%2Fkxtv-download.edgesuite.net%2Fvideo%2F2629157%2F2629157_Still.jpg&cfs=1&sx=280&sy=0&sw=360&sh=360&_nc_cb=1&_nc_hash=AQHMKX_viBiyBtQG,0,1,0,0
https://www.facebook.com/1003344626383879/posts/2623198757731783/,2019-09-23T20:10:04+0000,"“To better reach victims, law enforcement can build relationships with community leaders and community organizations who may be more likely to hear about labor abuses,” #labortrafficking #endhumantrafficking","['better', 'reach', 'victim', 'law', 'enforc', 'build', 'relationship', 'commun', 'leader', 'commun', 'organ', 'may', 'like', 'hear', 'labor', 'abus']",,,,"['labortrafficking', 'endhumantrafficking']","[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2mvEFDB&h=AT1Zo3CmZh6oP7YHiT0-S6eMh-v-tDNpxPZhfI7Pe43Z8hBdfNM-Bvb-YBMGz5PKx58lRsdPP7PCdMd5rGx0thJ_3JOOZiqF4qq7aDLEraSmCqNnzNdcOeyC75zD3D3T&s=1', 'media_description': 'Journal Times editorial: H-2A visa program must be monitored better', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQEYrlY38cEy83RA&w=415&h=415&url=https%3A%2F%2Fbloximages.chicago2.vip.townnews.com%2Fjournaltimes.com%2Fcontent%2Ftncms%2Fassets%2Fv3%2Feditorial%2F2%2F35%2F235c44fc-8b2c-5cda-b2e5-2cf4c36d55d3%2F5c2bfce852167.image.jpg%3Fcrop%3D738%252C415%252C0%252C58%26resize%3D738%252C415%26order%3Dcrop%252Cresize&cfs=1&_nc_cb=1&_nc_hash=AQGgpa59xCCrAfoz'}]",,"23 Sep, 2019 16:10",7,19.01140684,4,3,0,2019-09-23,0,1,0,0,0,0,0,0,3,0,0,0,16,2,0,1,0,0,0,0,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2mvEFDB&h=AT1Zo3CmZh6oP7YHiT0-S6eMh-v-tDNpxPZhfI7Pe43Z8hBdfNM-Bvb-YBMGz5PKx58lRsdPP7PCdMd5rGx0thJ_3JOOZiqF4qq7aDLEraSmCqNnzNdcOeyC75zD3D3T&s=1,0,,0,,Journal Times editorial: H-2A visa program must be monitored better,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQEYrlY38cEy83RA&w=415&h=415&url=https%3A%2F%2Fbloximages.chicago2.vip.townnews.com%2Fjournaltimes.com%2Fcontent%2Ftncms%2Fassets%2Fv3%2Feditorial%2F2%2F35%2F235c44fc-8b2c-5cda-b2e5-2cf4c36d55d3%2F5c2bfce852167.image.jpg%3Fcrop%3D738%252C415%252C0%252C58%26resize%3D738%252C415%26order%3Dcrop%252Cresize&cfs=1&_nc_cb=1&_nc_hash=AQGgpa59xCCrAfoz,0,0,0,1
https://www.facebook.com/1003344626383879/posts/2510766685641658/,2019-07-23T20:10:05+0000,"""Trafficking happens in our backyard and under our noses, and it's a responsibility of all of us to look out for it and do what we can not to enable it,""","['traffick', 'happen', 'backyard', 'nose', 'respons', 'us', 'look', 'enabl']",,,,,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2YiEeh4&h=AT2NL8RYcAX3k0r4A4Ef9j7LMsqjYdtxLZ9H-pDK34eNmg9K7eicgDidnp3UMAWjVjsLXaRuFFodI7njYQJ6FmXe6JLvR_LRsbP4VdxSPuYnaP2jdBRj7rnAovQfPQoW&s=1', 'media_description': ""Advocates want landlords' help in sex trafficking battle in Billings"", 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQG7WDHCAZeJEuTx&w=720&h=720&url=https%3A%2F%2Fwww.gannett-cdn.com%2Fpresto%2F2019%2F07%2F20%2FPGRF%2F8af1b346-8d19-45ed-8611-f3d6b6599b84-AP19199735997581.jpg%3Fcrop%3D1999%2C1125%2Cx0%2Cy0%26width%3D3200%26height%3D1680%26fit%3Dbounds&cfs=1&_nc_cb=1&_nc_hash=AQGeHSm9mwNJQpt4'}]",,"23 Jul, 2019 16:10",39,108.0931264,21,18,0,2019-07-23,1,0,1,0,0,0,0,0,2,0,0,1,16,2,0,1,0,0,0,0,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2YiEeh4&h=AT2NL8RYcAX3k0r4A4Ef9j7LMsqjYdtxLZ9H-pDK34eNmg9K7eicgDidnp3UMAWjVjsLXaRuFFodI7njYQJ6FmXe6JLvR_LRsbP4VdxSPuYnaP2jdBRj7rnAovQfPQoW&s=1,0,,0,,Advocates want landlords' help in sex trafficking battle in Billings,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQG7WDHCAZeJEuTx&w=720&h=720&url=https%3A%2F%2Fwww.gannett-cdn.com%2Fpresto%2F2019%2F07%2F20%2FPGRF%2F8af1b346-8d19-45ed-8611-f3d6b6599b84-AP19199735997581.jpg%3Fcrop%3D1999%2C1125%2Cx0%2Cy0%26width%3D3200%26height%3D1680%26fit%3Dbounds&cfs=1&_nc_cb=1&_nc_hash=AQGeHSm9mwNJQpt4,0,0,1,2
https://www.facebook.com/helperase/posts/1613914795326856:0,2017-09-25T14:14:07+0000,"Human Trafficking is a Market-Driven Crime. No Demand = No Need For Supply 
Stop The Demand! Human Trafficking is a crime that can be defeated. If we stopped the consumers/buyers aka rapist then there would not be a demand. Speak up in your community. Demand tougher sentencing on the buyers. #NotForSale","['human', 'traffick', 'market-driven', 'crime', 'demand', 'need', 'suppli', 'stop', 'demand', 'human', 'traffick', 'crime', 'defeat', 'stop', 'consum', 'buyer', 'aka', 'rapist', 'would', 'demand', 'speak', 'commun', 'demand', 'tougher', 'sentenc', 'buyer']",,,,['NotForSale'],"[{'media_type': 'photo', 'media_url': 'https://scontent-lax3-1.xx.fbcdn.net/v/t1.0-9/s720x720/22049878_1613914795326856_622935959726594116_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=da1649&_nc_ohc=aPaR1Bl-izoAX84vdZ0&_nc_ht=scontent-lax3-1.xx&tp=7&oh=2a6f3838a5267725692cd69139a33cda&oe=60710FB5', 'media_description': None, 'thumbnail_url': None}]",,"25 Sep, 2017 10:14",12,62.33766234,3,9,0,2017-09-25,0,1,0,0,0,0,0,0,3,0,0,0,10,1,1,0,0,0,0,0,0,,1,https://scontent-lax3-1.xx.fbcdn.net/v/t1.0-9/s720x720/22049878_1613914795326856_622935959726594116_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=da1649&_nc_ohc=aPaR1Bl-izoAX84vdZ0&_nc_ht=scontent-lax3-1.xx&tp=7&oh=2a6f3838a5267725692cd69139a33cda&oe=60710FB5,0,,,,0,1,1,1
https://www.facebook.com/helperase/posts/1679082968810038,2017-11-29T21:04:00+0000,"Bay Area woman helps rescue hundreds of human trafficking victims, missing teens 
In a society where human trafficking hides in plain sight, Reeves sees its victims, and she knows them well.","['bay', 'area', 'woman', 'help', 'rescu', 'hundr', 'human', 'traffick', 'victim', 'miss', 'teen', 'societi', 'human', 'traffick', 'hide', 'plain', 'sight', 'reev', 'see', 'victim', 'know', 'well']",,,,,"[{'media_type': 'share', 'media_url': 'http://l.facebook.com/l.php?u=http%3A%2F%2Fj.mp%2F2zBEITV&h=AT3y265-cmpNswK-r_wGS497uRAg6XW8yHPQ1p9OdU3QWM48Equ1kzNrhuWYcFKJHLRU5TXkAIu4aL08EE91gLMcs_uzZiiYt3jad3RMF5KICB2tPqVLT9P4XffJVWhM&s=1', 'media_description': 'Bay Area woman helps rescue hundreds of human trafficking victims, missing teens', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQFWU9B3_sUeIeKB&w=720&h=720&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a1a2d7df8594c7648e64f98%2F913ca9bec35a594fcf75d42d098bd3ab1b752700_1926f502d3d80e6185d2e10e17519c546d7de1cd_facebook&cfs=1&sx=229&sy=0&sw=998&sh=998&_nc_cb=1&_nc_hash=AQHB9RdFG-Rgzw1J'}]",,"29 Nov, 2017 16:04",19,92.14354995,14,4,1,2017-11-29,2,0,0,1,0,0,0,0,3,0,0,0,16,2,0,1,0,0,0,0,1,http://l.facebook.com/l.php?u=http%3A%2F%2Fj.mp%2F2zBEITV&h=AT3y265-cmpNswK-r_wGS497uRAg6XW8yHPQ1p9OdU3QWM48Equ1kzNrhuWYcFKJHLRU5TXkAIu4aL08EE91gLMcs_uzZiiYt3jad3RMF5KICB2tPqVLT9P4XffJVWhM&s=1,0,,0,,"Bay Area woman helps rescue hundreds of human trafficking victims, missing teens",https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQFWU9B3_sUeIeKB&w=720&h=720&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a1a2d7df8594c7648e64f98%2F913ca9bec35a594fcf75d42d098bd3ab1b752700_1926f502d3d80e6185d2e10e17519c546d7de1cd_facebook&cfs=1&sx=229&sy=0&sw=998&sh=998&_nc_cb=1&_nc_hash=AQHB9RdFG-Rgzw1J,0,0,1,1
https://www.facebook.com/helperase/posts/1585330968185239,2017-08-23T23:04:08+0000,"“There are some misconceptions about human trafficking, the first is that human trafficking only involves commercial sex trafficking, and indeed that is a big part of it, but there is a lot more to it than that. It is mining, forced military service, working in nail salons and other industries,” Schunemann said. “The other big misconception is that it doesn’t happen around here, and it absolutely does.”","['misconcept', 'human', 'traffick', 'first', 'human', 'traffick', 'involv', 'commerci', 'sex', 'traffick', 'inde', 'big', 'part', 'lot', 'mine', 'forc', 'militari', 'servic', 'work', 'nail', 'salon', 'industri', 'schunemann', 'said', 'big', 'misconcept', 'happen', 'around', 'absolut']",,,['Schunemann'],,"[{'media_type': 'share', 'media_url': 'http://l.facebook.com/l.php?u=http%3A%2F%2Fj.mp%2F2w0DJaY&h=AT3JNOMP70S6CUSRxz2xqzyfk_dzNSXSGCfkmFCACYGAwWhxOj9NgUNNuUuoXKCxZuqot_QfYSkH389Z-r-9gffa6iY6y0gOtrMv0HEtD7tw7IgPK6Zby10S5uobf3LN&s=1', 'media_description': 'Concord resident works to aid victims of human trafficking', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQEjW_1HesqxkVWR&w=601&h=601&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F599c884ff7b5eece09afb145%2Fc2f97e425deef1fccea883a576e5e45325c15b7c_fe35fb413b5f7c733a075decf80d14988bd57d84_facebook&cfs=1&sx=175&sy=0&sw=601&sh=601&_nc_cb=1&_nc_hash=AQGcRctwPFpNw2CE'}]",,"23 Aug, 2017 19:04",6,31.4795383,4,2,0,2017-08-23,2,0,0,1,0,0,0,0,2,0,0,1,19,3,0,0,1,0,0,1,1,http://l.facebook.com/l.php?u=http%3A%2F%2Fj.mp%2F2w0DJaY&h=AT3JNOMP70S6CUSRxz2xqzyfk_dzNSXSGCfkmFCACYGAwWhxOj9NgUNNuUuoXKCxZuqot_QfYSkH389Z-r-9gffa6iY6y0gOtrMv0HEtD7tw7IgPK6Zby10S5uobf3LN&s=1,0,,0,,Concord resident works to aid victims of human trafficking,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQEjW_1HesqxkVWR&w=601&h=601&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F599c884ff7b5eece09afb145%2Fc2f97e425deef1fccea883a576e5e45325c15b7c_fe35fb413b5f7c733a075decf80d14988bd57d84_facebook&cfs=1&sx=175&sy=0&sw=601&sh=601&_nc_cb=1&_nc_hash=AQGcRctwPFpNw2CE,0,0,1,0
https://www.facebook.com/1003344626383879/posts/3164698443581809/,2020-05-25T17:40:43+0000,"""A day of thanks for the valor of others, a day to remember the splendor of America and those of her children who rest in this cemetery and others."" - Ronald Reagan on memorial Day, 1986","['day', 'thank', 'valor', 'day', 'rememb', 'splendor', 'america', 'children', 'rest', 'cemeteri', '-', 'ronald', 'reagan', 'memori', 'day']",,,,,"[{'media_type': 'video_inline', 'media_url': 'https://www.facebook.com/sbcountyda/videos/548093316097646/', 'media_description': 'Take A Moment To Reflect On Our Fallen', 'thumbnail_url': 'https://scontent-lax3-1.xx.fbcdn.net/v/t15.5256-10/s720x720/99162148_548094949430816_4959041494196420608_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=ad6a45&_nc_ohc=BEjG67br_CwAX8gTu0q&_nc_ht=scontent-lax3-1.xx&tp=7&oh=0f7a6d8964f691c83952a14426b4d1cf&oe=6070328F'}]",,"25 May, 2020 13:40",4,8.424599832,2,2,0,2020-05-25,0,1,0,0,0,0,0,0,1,0,1,0,13,2,0,1,0,0,0,0,0,,0,,1,https://www.facebook.com/sbcountyda/videos/548093316097646/,Take A Moment To Reflect On Our Fallen,https://scontent-lax3-1.xx.fbcdn.net/v/t15.5256-10/s720x720/99162148_548094949430816_4959041494196420608_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=ad6a45&_nc_ohc=BEjG67br_CwAX8gTu0q&_nc_ht=scontent-lax3-1.xx&tp=7&oh=0f7a6d8964f691c83952a14426b4d1cf&oe=6070328F,0,1,0,0
